Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
835.4841210835906,0.0392005924687132,19.22778817115044,-33.57280489615933
860.8916593317352,0.03894381298330712,19.21120402333815,-34.78362463934658
887.071854993157,0.03852739768126177,19.19470770032324,-36.02769495946791
914.0482050108687,0.03950437922586647,19.17781477148114,-37.29723284229831
941.8449208830281,0.0389887530702964,19.16246441549593,-38.61004251707368
970.4869503929607,0.03878933208432464,19.14682629416514,-39.95430036952088
1000,0.03939078843485647,19.13226668959612,-41.33388431561798
1030.410557911253,0.03855669032764963,19.11831336863985,-42.75412770757188
1061.745917854979,0.03838696585835754,19.10432245649797,-44.21171676918198
1094.034203576944,0.03877377528542535,19.09129206108923,-45.70605488651742
1127.304394081712,0.03912012239259061,19.08284482930464,-47.24509471559166
1161.586349641543,0.03960258903726272,19.07926855025148,-48.88186870531736
1196.910838596237,0.039363234950751,19.06660504725346,-50.59766841259386
1233.309564967974,0.03829529237801383,19.05290364916692,-52.34089129051674
1270.815196915935,0.03959644623885104,19.03904863848417,-54.13926659308684
1309.461396056246,0.03874794969819535,19.02737164892473,-56.00293077172751
1349.282847673564,0.03930701001271544,19.01667237986827,-57.93722200277516
1390.315291851401,0.03908977685540257,19.00526177113586,-59.95478615631649
1432.595555549148,0.04026078398110168,18.99218725534978,-62.05228838192697
1476.161585654577,0.03989313922469818,18.9805907019528,-64.24631629442231
1521.052483041492,0.03957943887610876,18.96729963285989,-66.53818364122193
1567.30853766308,0.03846592492922631,18.95289855259956,-68.93294445855327
1614.971264712483,0.04024723946198157,18.93476613459637,-71.4583008565865
1664.083441883031,0.03955091935755224,18.91337600865738,-74.09066140179411
1714.689147761571,0.03929791202659235,18.88848152280743,-76.87076639650891
1766.833801389371,0.03990279913481426,18.85449777646262,-79.79654931152015
1820.56420302608,0.04072388240882016,18.81394849885735,-82.85606722371146
1875.928576153359,0.03956078811036329,18.76238556918404,-86.09281353913507
1932.976610755843,0.03983799370511792,18.69724683176291,-89.48448237345529
1991.759507918331,0.04067070559295573,18.61560447410164,-93.0643498731512
2052.330025779169,0.0409301723811315,18.51440063006109,-96.81879357952818
2114.742526881129,0.03926837899506693,18.39148519157116,-100.7183616411429
2179.053026962236,0.0395166041471946,18.24021095366959,-104.8259240362142
2245.319245230361,0.03943765352075055,18.05555543639273,-109.0774192624444
2313.600656166689,0.04047524390032801,17.83402192182945,-113.4784001928453
2383.958542904557,0.03921167106736072,17.57240943172823,-117.9940831717264
2456.456052231582,0.0409865664526719,17.26738407114455,-122.6043010589889
2531.158251264417,0.04125907450725312,16.91648863439409,-127.2767473117612
2608.132185847038,0.03892506972145066,16.51564756779739,-131.9656077085497
2687.446940724941,0.04232088869320836,16.06617052523533,-136.6099176685815
2769.173701549275,0.0411508472610354,15.56957804926967,-141.2207056741677
2853.385818766557,0.04226908228057701,15.02840359805949,-145.7047510944985
2940.158873451304,0.04351438686042545,14.44367436167265,-150.0633413468813
3029.570745140678,0.04455055324792324,13.81999676475226,-154.2532706890284
3121.701681732013,0.0434395051966662,13.16393229038958,-158.2716339081031
3216.634371505979,0.04169527707170029,12.47994694172078,-162.0893802695242
3314.454017339986,0.04315686453325199,11.76696984836426,-165.6864145203086
3415.248413178488,0.04222330041449129,11.03726365158975,-169.099035260402
3519.108022828765,0.04403720110142623,10.28496794918898,-172.3043555418575
3626.126061152953,0.04261355464189336,9.523547935327834,-175.2798600991852
3736.398577729146,0.04422624451546891,8.751368014819631,-178.056298079998
3850.0245430567,0.04494940642734327,7.96949279140009,179.2961459890667
3967.10593738307,0.04487275306146539,7.186212587066461,176.8750064820309
4087.747842231931,0.04584013656496855,6.397752684611597,174.6234897826789
4212.058534714723,0.0472060659876791,5.60547206659202,172.4915089177877
4340.149584710251,0.04341673165578985,4.815952588019789,170.5168328352402
4472.13595499958,0.04822540611057857,4.023494607488821,168.6906520611262
4608.136104446089,0.04894964470955654,3.233049508849924,166.9978480494379
4748.272094313281,0.04650802605969316,2.445141857453044,165.437232045686
4892.669697815779,0.047448374665275,1.662115189890624,163.9627494878787
5041.458513001837,0.0496842049209064,0.8785589893987834,162.6130938710171
5194.772079068656,0.0500538087076325,0.09529654065399863,161.3395961070487
5352.74799621493,0.04953421913842453,-0.683169620092074,160.1415167039957
5515.528049138166,0.05141038349930505,-1.460139238481229,159.0592968176065
5683.25833428762,0.05112248127707006,-2.225971370931339,158.0604318960641
5856.089390987081,0.05115889527321071,-2.997491833906793,157.1451430139219
6034.176336545166,0.05117265191795659,-3.759608302806838,156.2483970080168
6217.679005474382,0.05365564383231886,-4.516763757714799,155.4584057326323
6406.76209294394,0.05452731586705445,-5.266993355270171,154.6967729911986
6601.595302595025,0.05553617165902185,-6.021148470021728,154.1086080434424
6802.353498851242,0.0550147612014948,-6.764750606238779,153.4636960662266
7009.21686386087,0.05488095886771661,-7.501608865967552,152.8394911693548
7222.371059211839,0.04845196231303311,-8.238337524803955,152.4035102698291
7442.007392564555,0.04835267648199242,-8.989677795912147,151.878409162882
7668.322989352108,0.05664724231492695,-9.705863272406891,151.4533398548992
7901.520969701988,0.05585568177392772,-10.42950799647872,151.0535095154513
8141.810630738087,0.05909353839346008,-11.16385398227801,150.6967930324206
8389.4076344266,0.04171745109384194,-11.86921736413898,150.3754955254115
8644.534201134433,0.05988380880391735,-12.61179857783149,150.1887516499912
8907.419309073835,0.06288567843845137,-13.30248758213502,149.9196729599842
9178.298899812235,0.05311685639574444,-14.01273081772139,149.5791893707521
9457.41609003176,0.06136578138202653,-14.7086502432632,149.4028338211887
9745.021389728481,0.06508266020807243,-15.42499635004724,149.2268859190806
10041.37292704721,0.05509757079210153,-16.12632612652996,149.2039758598986
10346.73667995366,0.06446707363742257,-16.81445946291204,148.8624900335832
10661.38671495188,0.05869017976596832,-17.48691721539902,148.8122553934055
10985.60543306118,0.06681721831481444,-18.18181424919746,148.814081204851
11319.68382327346,0.06654571150618045,-18.9070124279344,148.5666616393322
11663.92172371818,0.06657079587500392,-19.59093976736258,148.5592582225588
12018.62809076963,0.06908838371584167,-20.25681650774736,148.5147109286221
12384.12127633779,0.06809518837179457,-20.94425002956248,148.2712209726566
12760.72931359183,0.06973806031439045,-21.64327562017846,148.113106545864
13148.79021137263,0.06873691787935854,-22.29547617787937,148.2229344916207
13548.65225755849,0.06527974533790037,-22.99784527986852,148.3928328758475
13960.67433165639,0.06863848964052702,-23.67433618083982,148.2296669433549
14385.22622689936,0.05297342600084753,-24.33755066463477,147.9745293232606
14822.68898213895,0.06996717832650298,-24.98889027103658,148.069573008488
15273.45522383077,0.07298162944110224,-25.68373171366193,147.9066513163582
15737.92951842,0.07191401484276003,-26.42891785680194,147.6931669795188
16216.52873544312,0.07510990600353812,-27.10358503434095,147.4390259334489
16709.68242167181,0.06567146696672736,-27.79446366141224,147.4815899421303
17217.8331866347,0.07204679358430235,-28.35813894968869,147.4432460629455
17741.43709986313,0.06481140270356681,-29.03645970782954,146.5959238875468
18280.96410021737,0.06176619772911305,-29.71785937341462,147.1014411325652
18836.89841766056,0.07360408811884889,-30.37771988226111,146.1126748919029
19409.7390078592,0.06372377035651353,-31.19799424778717,146.3750026922023
20000,0.0757512442917406,-31.7703775545252,146.1393806883758
